Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Box type (product.metafields.shopify.box-type),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kstf006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf006t-2.jpg?v=1771847956,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf006t-3.jpg?v=1771847957,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf006t-4.jpg?v=1771847956,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf006t-5.jpg?v=1771847957,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf007t,Toyota Fortuner (2016-Current) Slimsport Roof Rack Kit / Light Bar Ready,<p>This low-profile flat deck Slimsport rack has a load carrying area of 2050mm (80.7'') L x 1176mm (46.3'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The RRAC376 has a 40'' cutout to allow the use of the LIGH213 (sold separately) and allows full operation of the moon roof. Fitment guide and all mounting hardware included. Note: No drilling required for installation. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>,Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSTF007T,37000.0,,0,deny,manual,12785.00,,true,true,,,,,'6009542279442,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf007t-1.jpg?v=1771847958,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,12785.00,active
kstf007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf007t-2.jpg?v=1771847958,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf007t-3.jpg?v=1771847958,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf007t-4.jpg?v=1771847958,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf007t-5.jpg?v=1771847958,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf003,Toyota Fortuner (2016-Current) Slimsport Tray,"<p>This low-profile flat deck Slimsport Tray has a load carrying area of 2050mm (80.7'') L x 1176mm (46.3'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have top and bottom T-slots suitable for all Front Runner Dometic top mount accessories. Effortlessly access your Slimsport cargo with the RRAC190 (sold separately). Easily add on the RRAC182 (sold separately) for all Front Runner Dometic side mount accessories. Add a standard full fairing RRAC375 (sold separately) with rubber edge trim, making the rack ultra-quiet. Need a lightbar? The optional RRAC376 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. No drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range.</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSTF003,32700.0,,0,deny,manual,12025.00,,true,true,,,,,'6009542281599,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf003-1.jpg?v=1771847960,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,12025.00,active
kstf003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf003-2.jpg?v=1771847960,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf003-3.jpg?v=1771847960,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf003-4.jpg?v=1771847959,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kstf003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/kstf003-5.jpg?v=1771847960,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,Toyota 4Runner 6th Gen (2025-Current) 3/4 Slimline II Roof Rack Kit,"<p>This 2166mm/85.3” full-size Slimline II Cargo Roof Rack Kit contains the Slimline II Tray, Wind Deflector and a set of Foot Rails to mount the Slimline II Tray to the 6th Gen Toyota 4Runner. It easily installs using the existing factory mounting points. No drilling required. All Front Runner Rack Kits contain installation instructions and all the necessary components to mount the Slimline II Tray to your vehicle. The vehicle-specific Foot Rails have openings for storing compatible gear under the rack, such as Front Runner tables. An opening on the Foot Rails allows access to Front Runner under rack mount tables (1 smaller prep or 1 larger camp size table). All Front Runner Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,"15% OFF DEALS, Default, Rack Systems, RACKS, Roof Racks, SLIMLINE II RACKS, SPORT UTILITY RACK KITS",true,Title,Default Title,,,,,,,,KRTF060T,32000.0,,0,deny,manual,12625.00,,true,true,,,,,'6009542279077,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtf060t_01.jpg?v=1771847961,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,12625.00,active
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtf060t_02.jpg?v=1771847961,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtf060t_03.jpg?v=1771847961,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krtf060t_2.jpg?v=1771847961,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krtf060t_1.jpg?v=1771847961,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtf060t_04.jpg?v=1771847961,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtf060t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtf060t_05.jpg?v=1771847961,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
